split,episode_idx,n_steps,total_cost,mean_step_cost,std_step_cost,total_trade_cost,total_liquidation_cost,mean_loss
train,0,64,530.3557598715507,8.28680874799298,9.973840665921768,572.778590659605,8.898973837666903,
train,1,64,692.3557933996883,10.81805927187013,15.916463011775686,540.9635577262196,23.407370763570864,
train,2,64,497.3859053578419,7.77165477121628,8.00342957258638,571.5997242264245,10.512835223920339,
train,3,64,444.9885210437665,6.952945641308852,10.718208743575508,551.7784362251422,8.7459035519299,
train,4,64,655.6779678063833,10.24496824697474,10.705704835671552,548.5578129002128,26.446912610126375,
train,5,64,472.2371532328845,7.3787055192638205,10.382113664544008,566.943165469201,5.6158992047833305,
train,6,64,518.9181031480322,8.108095361688003,10.873774217895503,566.1356308908892,2.5317215199549676,
train,7,64,479.0850044155663,7.485703193993223,13.64341502310794,486.8138434056908,9.500025084858613,
train,8,64,601.8401814482964,9.403752835129632,39.838806546164044,350.45435646051106,3.136710392465422,
train,9,64,570.1406999832059,8.908448437237592,12.576093789193441,574.9011817131662,11.138665470732366,
train,10,64,415.6563783631785,6.494630911924664,14.551029405371475,478.9258724210573,7.563949008052027,
train,11,64,669.0568300887413,10.454012970136583,22.41498103189529,489.92729110774343,2.2630650787386895,
train,12,64,677.3558863795489,10.583685724680452,9.541796999685474,660.1397524913026,0.7997693157098592,
train,13,64,573.6140112505001,8.962718925789064,9.974331180386617,496.6842542826185,12.806171758093363,
train,14,64,573.4998593885512,8.960935302946112,7.393952743579738,565.1041134460067,22.444623385453088,
train,15,64,562.6218331736617,8.790966143338464,15.857084391202843,494.72336425501913,22.807108618379193,
train,16,64,692.362965535088,10.81817133648575,12.938793260790225,685.7802329849184,22.54259838042637,1693.518087281121
train,17,64,495.95773768376125,7.74933965130877,9.490458754068813,466.44331003431176,8.031182970269471,2583.473595252404
train,18,64,379.590333986606,5.931098968540719,14.064555102585574,587.3569821029878,14.230827801886528,2059.6581280048076
train,19,64,539.7844811751318,8.434132518361434,16.256693547876885,682.0676085243646,0.9561036178264546,1385.0064509465144
train,20,64,669.0405430477994,10.453758485121865,14.279110646380868,609.1419684578216,17.80408902200545,987.8690897623698
train,21,64,469.0480689839032,7.328876077873487,16.193073491849173,584.0682461981553,0.4482622647644121,987.8238760141226
train,22,64,566.2653919043661,8.84789674850572,17.474992612536795,553.5762501491005,24.48755786317785,676.3164894397443
train,23,64,588.835630700168,9.200556729690126,7.5236986172540705,608.0538054896981,21.743068071811607,906.1866595928485
train,24,64,340.2745436957227,5.316789745245667,7.961969470053138,529.3656011338575,0.198930870251862,1769.9855158879207
train,25,64,379.4270007393739,5.928546886552717,25.3029783914146,548.6598724376239,22.470901021356433,1818.3018137613933
train,26,64,752.6196835626528,11.75968255566645,12.173251594518012,629.8148193409966,21.63342564940598,1434.3945453350361
train,27,64,585.7544708260224,9.1524136066566,10.352024901316625,488.4188004048945,26.73549330025219,1359.3790517953726
train,28,64,644.0171713341488,10.062768302096075,15.663715088375234,477.1320344416626,8.389512459637098,1182.5426072340745
train,29,64,359.76043107477466,5.621256735543354,9.412267638380767,502.0018211405946,7.0141527256071585,1243.0593120868389
train,30,64,350.31384160406697,5.473653775063546,13.77636628038038,449.5345253718018,2.900153774747807,1407.3816200892131
train,31,64,230.53174453160398,3.602058508306312,15.349476374263238,401.09312843897874,1.7239834049372633,1383.3595581054688
train,32,64,485.45225405335543,7.585191469583679,10.886588113688582,571.6065428289044,13.560891517582755,1705.3589477539062
train,33,64,626.6803984895017,9.791881226398464,14.858202190313008,539.889305493767,11.700171693374205,1555.5489173302283
train,34,64,373.1926360507851,5.831134938293517,16.132614039116632,476.4929541865266,21.08607288004619,1686.7208251953125
train,35,64,466.71849555734804,7.292476493083563,6.915559200264488,522.2636841606135,1.1863416709509125,1436.8817354838054
train,36,64,894.403525140076,13.975055080313687,17.921609891444735,603.187722543992,15.759903807810174,1260.3364868164062
train,37,64,778.489218000129,12.163894031252015,17.968815857860218,534.2354561407174,10.921960616341941,1048.946409372183
train,38,64,467.0540169670969,7.297719015110889,8.071363029743386,494.2416248363657,2.6984299344804987,1188.7614229642427
train,39,64,637.8926676304291,9.967072931725454,10.718697966398786,633.9544390706642,3.4491453447176883,1102.5808974045974
train,40,64,478.95724810117156,7.483707001580806,11.747968650354427,482.5489948822412,13.003972024945623,1165.9632415771484
train,41,64,450.7578865296878,7.043091977026372,6.71935304566028,538.5416075397263,2.2794942098127664,1072.5196565481333
train,42,64,495.0559349634469,7.735248983803857,14.912369511287077,518.3142773985224,8.289638989753303,1407.027710547814
train,43,64,533.5998319733269,8.337497374583233,7.880624866489847,545.1356201850699,14.873029197026106,1135.191992539626
train,44,64,433.3437207503604,6.770995636724381,20.800163055297443,514.3349307801026,11.212502034799774,1205.4856138962966
train,45,64,463.20026816828164,7.237504190129401,19.857138892240087,548.0389440854461,3.0064380798671273,1156.052978515625
train,46,64,359.6219237243989,5.619092558193733,12.201803771509153,537.5383462864509,17.515818219160487,1077.4278611403245
train,47,64,528.924309623327,8.264442337864484,8.136286819621985,536.7184714774539,8.779703124469464,928.4785261887771
train,48,64,665.2699694591846,10.39484327279976,16.045316486067076,524.3699358423074,10.379095839678921,607.0477523803711
train,49,64,575.9705473456695,8.999539802276086,10.024363578131227,642.7754101391614,19.904496373630845,656.3073067298302
train,50,64,427.49238948729635,6.6795685857390055,26.4621044713938,519.2476285865139,11.082686589835204,593.2979957262675
train,51,64,743.5544814596536,11.618038772807088,13.46594663566568,601.2324658596137,0.6859313258927151,598.0821490654579
train,52,64,490.4607255905594,7.66344883735249,8.624493178650377,518.7265077536367,14.035884919620875,602.4198716970591
train,53,64,570.0725548275008,8.9073836691797,14.36164383629145,512.9046654429684,0.4337271866913513,841.8322178767278
train,54,64,604.4475290617061,9.444492641589157,8.878812838163585,594.8270107663423,14.730545156905004,745.3611130347618
train,55,64,518.9959904263354,8.109312350411491,20.006295544686928,492.1235504461547,13.309407690160707,448.5083506902059
train,56,64,807.3974114119877,12.615584553312308,22.05699368543842,653.6592813627537,4.215406008066307,343.46293464073767
train,57,64,655.7609221223296,10.2462644081614,11.630640914081509,700.0449978516968,3.60204095857807,375.84488560603216
train,58,64,702.0714414430872,10.969866272548238,12.897109162548816,565.5837469905165,13.676697322189716,436.23679557213416
train,59,64,556.9820016813466,8.70284377627104,12.943767900702769,553.3310004585452,15.545235083819787,405.88065220759466
train,60,64,759.7449321315069,11.871014564554795,17.32374990277981,504.9236482585149,14.82459918231395,224.2056721051534
train,61,64,539.9242360646948,8.436316188510856,23.997664178001518,474.1648102289829,10.589864264510986,238.21154286311224
train,62,64,526.3371356853203,8.22401774508313,16.410147690100292,522.8444204618199,22.746851810222267,304.13762430044324
train,63,64,888.952957410815,13.889889959543984,25.79322241647293,719.0304000104803,9.996830953356381,330.07839701725885
train,64,64,422.4751753237916,6.601174614434243,7.245417517864146,555.7958293973311,5.978758096609418,222.0921751169058
train,65,64,543.0247721127074,8.484762064261053,10.741530435039682,505.30161159988484,10.811115656852685,277.6767797470093
train,66,64,840.1751766579106,13.127737135279853,22.682681787361947,478.860697069783,16.521516093146268,295.8376092177171
train,67,64,634.5759486648635,9.915249197888492,12.288686758842097,637.4038499608392,7.726387902106808,263.4027533897987
train,68,64,479.08065586816844,7.485635247940132,20.29834647301269,537.431781500597,7.188540702677862,223.85839755718524
train,69,64,617.4587591617661,9.647793111902596,10.246009044985797,577.2299421707379,18.036517062879646,318.17963614830603
train,70,64,527.5243294270915,8.242567647298305,15.456858319616154,452.9679525022301,6.686008663030041,342.5921052296956
train,71,64,303.97142485851157,4.749553513414243,7.6670798882331885,504.4788480101694,0.8775263457969539,369.97391333946814
train,72,64,779.0273675505733,12.172302617977708,9.830804135246929,767.6268846295743,26.031600306002613,245.4109981243427
train,73,64,446.57807786613506,6.97778246665836,21.200549917736,521.9811434769335,2.0629400588310784,276.5171661376953
train,74,64,515.3387854033474,8.052168521927303,11.300851494009983,457.75770199441513,12.045053401168817,298.7942845271184
train,75,64,478.2877619360997,7.473246280251558,8.646250824105405,552.2165837728949,13.560691600722672,373.5818436940511
train,76,64,610.9445838446089,9.546009122572015,21.715761914859822,545.1919154709958,8.832406128386745,182.35728924091046
train,77,64,677.2495299341272,10.582023905220737,11.093192844516237,613.3644360651373,5.044235520500482,231.63002601036658
train,78,64,721.0420659354503,11.26628228024141,12.243057737247646,703.5971201049949,22.76664540953233,358.24340292123645
train,79,64,694.5699167043682,10.852654948505753,22.818139255338426,562.0474932650579,5.608382692859194,306.32506091778095
train,80,64,678.8207341599986,10.606573971249977,10.00132580131722,638.6793251220716,13.251875782928494,280.8213176727295
