         2487473 function calls (2428499 primitive calls) in 1.329 seconds

   Ordered by: cumulative time
   List reduced from 7169 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.148    0.025 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/axes/_base.py:4508(get_tightbbox)
        6    0.000    0.000    0.147    0.024 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/pyplot.py:871(figure)
        6    0.000    0.000    0.147    0.024 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/pyplot.py:548(new_figure_manager)
        1    0.000    0.000    0.140    0.140 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/sympy/polys/__init__.py:1(<module>)
        1    0.000    0.000    0.140    0.140 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/_dynamo/side_effects.py:1(<module>)
        6    0.000    0.000    0.138    0.023 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backend_bases.py:3497(new_figure_manager)
        6    0.000    0.000    0.137    0.023 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backend_bases.py:3506(new_figure_manager_given_figure)
        6    0.000    0.000    0.137    0.023 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backend_bases.py:1774(new_manager)
        6    0.052    0.009    0.137    0.023 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backend_bases.py:2648(create_with_canvas)
      799    0.001    0.000    0.132    0.000 <frozen importlib._bootstrap_external>:950(get_data)
      186    0.003    0.000    0.129    0.001 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/axis.py:1276(_update_ticks)
        1    0.000    0.000    0.105    0.105 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/_dynamo/variables/misc.py:1(<module>)
       12    0.000    0.000    0.104    0.009 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backends/backend_agg.py:375(draw)


