         462231867 function calls (282590297 primitive calls) in 162.458 seconds

   Ordered by: cumulative time
   List reduced from 7280 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1042468    0.411    0.000    2.985    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/nn/functional.py:1712(relu)
   167496    0.317    0.000    2.630    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/_dynamo/eval_frame.py:1240(_fn)
  1084341    2.510    0.000    2.510    0.000 {built-in method torch.relu}
   167492    0.682    0.000    2.186    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/optimizer.py:1027(zero_grad)
   167492    1.233    0.000    2.013    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/adam.py:139(_init_group)
5904234/1549338    1.529    0.000    1.782    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/nn/modules/module.py:2837(named_modules)
   334984    0.254    0.000    1.669    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/utils/_contextlib.py:120(decorate_context)
   334984    0.462    0.000    1.632    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/autograd/profiler.py:860(__exit__)
  1004952    1.570    0.000    1.570    0.000 {method 'mul_' of 'torch._C.TensorBase' objects}
  1004952    1.524    0.000    1.524    0.000 {method 'add_' of 'torch._C.TensorBase' objects}
 22106438    1.439    0.000    1.439    0.000 {method 'append' of 'list' objects}
        3    0.002    0.001    1.386    0.462 /Users/alexd/Documents/GitHub/deep-hedging/src/hedging_result.py:107(step_frame)
   167492    1.326    0.000    1.326    0.000 {built-in method torch._foreach_norm}
  1004952    1.316    0.000    1.316    0.000 {method 'addcdiv_' of 'torch._C.TensorBase' objects}
  1004952    1.298    0.000    1.298    0.000 {method 'addcmul_' of 'torch._C.TensorBase' objects}
  1004952    0.676    0.000    1.273    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/optimizer.py:91(_get_value)
  1004952    1.256    0.000    1.256    0.000 {method 'lerp_' of 'torch._C.TensorBase' objects}
     4011    0.005    0.000    1.200    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/pandas/core/frame.py:702(__init__)
     4000    0.008    0.000    1.198    0.000 /Users/alexd/Documents/GitHub/deep-hedging/src/hedging_result.py:72(step_frame)


