         1289279138 function calls (748043815 primitive calls) in 391.793 seconds

   Ordered by: cumulative time
   List reduced from 7269 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  2127192    0.865    0.000    5.862    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/nn/functional.py:1712(relu)
   377619    1.528    0.000    4.974    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/optimizer.py:1027(zero_grad)
  2127192    4.783    0.000    4.783    0.000 {built-in method torch.relu}
   377619    2.727    0.000    4.462    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/adam.py:139(_init_group)
13468518/3524472    3.451    0.000    4.028    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/nn/modules/module.py:2837(named_modules)
 62018308    3.930    0.000    3.930    0.000 {method 'append' of 'list' objects}
        3    0.009    0.003    3.860    1.287 /Users/alexd/Documents/GitHub/deep-hedging/src/persistence/run_store.py:65(save_result)
   755238    1.069    0.000    3.717    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/autograd/profiler.py:860(__exit__)
   755238    0.570    0.000    3.699    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/utils/_contextlib.py:120(decorate_context)
  2265714    3.518    0.000    3.518    0.000 {method 'add_' of 'torch._C.TensorBase' objects}
  2265714    3.501    0.000    3.501    0.000 {method 'mul_' of 'torch._C.TensorBase' objects}
        1    0.043    0.043    3.460    3.460 /Users/alexd/Documents/GitHub/deep-hedging/src/orchestrator.py:54(test)
 16111744    2.217    0.000    3.144    0.000 /opt/homebrew/Cellar/python@3.14/3.14.0_1/Frameworks/Python.framework/Versions/3.14/lib/python3.14/random.py:500(uniform)
  2265714    2.967    0.000    2.967    0.000 {method 'addcdiv_' of 'torch._C.TensorBase' objects}
   377619    2.915    0.000    2.915    0.000 {built-in method torch._foreach_norm}
  2265714    2.898    0.000    2.898    0.000 {method 'addcmul_' of 'torch._C.TensorBase' objects}
  2265714    1.553    0.000    2.885    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/optimizer.py:91(_get_value)
  2265714    2.767    0.000    2.767    0.000 {method 'lerp_' of 'torch._C.TensorBase' objects}
  5198648    1.647    0.000    2.686    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/autograd/grad_mode.py:184(__init__)


