split,episode_idx,n_steps,total_cost,mean_step_cost,std_step_cost,total_trade_cost,total_liquidation_cost,mean_loss
train,0,20,410.36757793986555,20.51837889699328,30.688995306881058,371.08655775865566,39.86177645796496,
train,1,20,50.57036659914866,2.528518329957433,28.54607226165078,215.91807514702023,16.241781166590776,
train,2,20,318.10936152433084,15.905468076216543,17.39980411957187,385.2290970061959,22.79832605747898,
train,3,20,357.32592325124654,17.866296162562325,33.43862767989178,330.0667824942164,37.90396218606336,
train,4,20,410.83784534379856,20.54189226718993,18.370998754199917,331.79140993200474,22.907364271688756,
