         2462587 function calls (2405070 primitive calls) in 1.341 seconds

   Ordered by: cumulative time
   List reduced from 7169 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.054    0.009    0.160    0.027 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backend_bases.py:2648(create_with_canvas)
        6    0.000    0.000    0.158    0.026 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/pyplot.py:2835(tight_layout)
        6    0.000    0.000    0.158    0.026 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/figure.py:3608(tight_layout)
        6    0.000    0.000    0.158    0.026 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/layout_engine.py:168(execute)
       12    0.000    0.000    0.157    0.013 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backend_bases.py:2042(<lambda>)
       12    0.000    0.000    0.157    0.013 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backends/backend_agg.py:434(print_png)
       12    0.000    0.000    0.157    0.013 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backends/backend_agg.py:424(_print_pil)
       30    0.000    0.000    0.155    0.005 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/axis.py:1337(get_tightbbox)
        6    0.000    0.000    0.155    0.026 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/_tight_layout.py:194(get_tight_layout_figure)
        6    0.000    0.000    0.155    0.026 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/_tight_layout.py:20(_auto_adjust_subplotpars)
     18/6    0.000    0.000    0.154    0.026 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/artist.py:1395(_get_tightbbox_for_layout_only)
        6    0.000    0.000    0.154    0.026 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/axes/_base.py:4508(get_tightbbox)
      186    0.003    0.000    0.135    0.001 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/axis.py:1276(_update_ticks)
        1    0.000    0.000    0.128    0.128 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/_dynamo/side_effects.py:1(<module>)
        1    0.000    0.000    0.126    0.126 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/sympy/polys/__init__.py:1(<module>)
      799    0.001    0.000    0.118    0.000 <frozen importlib._bootstrap_external>:950(get_data)
       12    0.000    0.000    0.109    0.009 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backends/backend_agg.py:375(draw)
       24    0.000    0.000    0.107    0.004 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/axis.py:1396(draw)


