         5201709007 function calls (3001255136 primitive calls) in 1605.381 seconds

   Ordered by: cumulative time
   List reduced from 7251 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1511622    2.846    0.000   23.282    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/_dynamo/eval_frame.py:1240(_fn)
  9522816   21.943    0.000   21.943    0.000 {built-in method torch.relu}
  1511619    5.867    0.000   19.315    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/optimizer.py:1027(zero_grad)
  1511619   10.836    0.000   17.782    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/adam.py:139(_init_group)
53914518/14108472   13.601    0.000   15.856    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/nn/modules/module.py:2837(named_modules)
247646452   15.420    0.000   15.420    0.000 {method 'append' of 'list' objects}
  3023238    2.313    0.000   14.837    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/utils/_contextlib.py:120(decorate_context)
  3023238    4.456    0.000   14.794    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/autograd/profiler.py:860(__exit__)
  9069714   13.727    0.000   13.727    0.000 {method 'mul_' of 'torch._C.TensorBase' objects}
        1    0.162    0.162   13.709   13.709 /Users/alexd/Documents/GitHub/deep-hedging/src/orchestrator.py:54(test)
  9069714   13.508    0.000   13.508    0.000 {method 'add_' of 'torch._C.TensorBase' objects}
 64495744    9.078    0.000   13.091    0.000 /opt/homebrew/Cellar/python@3.14/3.14.0_1/Frameworks/Python.framework/Versions/3.14/lib/python3.14/random.py:500(uniform)
  9069714    6.305    0.000   11.638    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/optimizer.py:91(_get_value)
  1511619   11.514    0.000   11.514    0.000 {built-in method torch._foreach_norm}
  9069714   11.454    0.000   11.454    0.000 {method 'addcdiv_' of 'torch._C.TensorBase' objects}
  9069714   11.397    0.000   11.397    0.000 {method 'addcmul_' of 'torch._C.TensorBase' objects}
  9069714   10.966    0.000   10.966    0.000 {method 'lerp_' of 'torch._C.TensorBase' objects}
 20809726    6.797    0.000   10.833    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/autograd/grad_mode.py:184(__init__)
 45044088   10.223    0.000   10.223    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/nn/modules/module.py:1955(__getattr__)


