         431640519 function calls (254914076 primitive calls) in 136.356 seconds

   Ordered by: cumulative time
   List reduced from 7272 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   791248    0.333    0.000    2.234    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/nn/functional.py:1712(relu)
   125622    0.249    0.000    2.043    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/_dynamo/eval_frame.py:1240(_fn)
   791248    1.819    0.000    1.819    0.000 {built-in method torch.relu}
   125619    0.510    0.000    1.696    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/optimizer.py:1027(zero_grad)
   125619    0.916    0.000    1.497    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/adam.py:139(_init_group)
4480518/1172472    1.174    0.000    1.366    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/nn/modules/module.py:2837(named_modules)
 20772619    1.324    0.000    1.324    0.000 {method 'append' of 'list' objects}
   251238    0.196    0.000    1.274    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/utils/_contextlib.py:120(decorate_context)
   251238    0.356    0.000    1.252    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/autograd/profiler.py:860(__exit__)
        1    0.016    0.016    1.163    1.163 /Users/alexd/Documents/GitHub/deep-hedging/src/orchestrator.py:54(test)
        3    0.002    0.001    1.155    0.385 /Users/alexd/Documents/GitHub/deep-hedging/src/hedging_result.py:91(step_frame)
   753714    1.149    0.000    1.149    0.000 {method 'mul_' of 'torch._C.TensorBase' objects}
   753714    1.131    0.000    1.131    0.000 {method 'add_' of 'torch._C.TensorBase' objects}
  5359744    0.731    0.000    1.037    0.000 /opt/homebrew/Cellar/python@3.14/3.14.0_1/Frameworks/Python.framework/Versions/3.14/lib/python3.14/random.py:500(uniform)
   753714    0.986    0.000    0.986    0.000 {method 'addcdiv_' of 'torch._C.TensorBase' objects}
     4011    0.005    0.000    0.985    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/pandas/core/frame.py:702(__init__)
     4000    0.007    0.000    0.982    0.000 /Users/alexd/Documents/GitHub/deep-hedging/src/hedging_result.py:56(step_frame)
   125619    0.979    0.000    0.979    0.000 {built-in method torch._foreach_norm}
   753714    0.519    0.000    0.968    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/optimizer.py:91(_get_value)


