         2434373 function calls (2377648 primitive calls) in 1.430 seconds

   Ordered by: cumulative time
   List reduced from 7160 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.270    0.270 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/fx/experimental/symbolic_shapes.py:1(<module>)
        1    0.000    0.000    0.252    0.252 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/sympy/__init__.py:1(<module>)
        1    0.000    0.000    0.246    0.246 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/_dynamo/trace_rules.py:1(<module>)
       12    0.000    0.000    0.210    0.018 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/artist.py:92(draw_wrapper)
  1314/12    0.002    0.000    0.210    0.018 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/artist.py:53(draw_wrapper)
       12    0.000    0.000    0.210    0.018 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/figure.py:3237(draw)
    24/12    0.000    0.000    0.208    0.017 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/image.py:116(_draw_list_compositing_images)
       12    0.000    0.000    0.208    0.017 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/axes/_base.py:3161(draw)
      799    0.003    0.000    0.207    0.000 <frozen importlib._bootstrap_external>:829(get_code)
        1    0.000    0.000    0.207    0.207 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/_dynamo/variables/__init__.py:1(<module>)
        1    0.000    0.000    0.207    0.207 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/_dynamo/variables/base.py:1(<module>)
        6    0.000    0.000    0.199    0.033 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/pyplot.py:871(figure)
        6    0.000    0.000    0.199    0.033 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/pyplot.py:548(new_figure_manager)
        1    0.000    0.000    0.185    0.185 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/_dynamo/variables/builder.py:1(<module>)
        6    0.000    0.000    0.178    0.030 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backend_bases.py:3497(new_figure_manager)
        6    0.000    0.000    0.176    0.029 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backend_bases.py:3506(new_figure_manager_given_figure)
        6    0.000    0.000    0.176    0.029 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backend_bases.py:1774(new_manager)
        6    0.066    0.011    0.176    0.029 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backend_bases.py:2648(create_with_canvas)
       12    0.000    0.000    0.165    0.014 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backend_bases.py:2042(<lambda>)
       12    0.000    0.000    0.165    0.014 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backends/backend_agg.py:434(print_png)
       12    0.000    0.000    0.165    0.014 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/matplotlib/backends/backend_agg.py:424(_print_pil)
