         1290539087 function calls (749191244 primitive calls) in 386.876 seconds

   Ordered by: cumulative time
   List reduced from 7270 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   377622    0.726    0.000    5.888    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/_dynamo/eval_frame.py:1240(_fn)
   377619    1.501    0.000    4.882    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/optimizer.py:1027(zero_grad)
  2126880    4.865    0.000    4.865    0.000 {built-in method torch.relu}
   377619    2.709    0.000    4.434    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/adam.py:139(_init_group)
        3    0.009    0.003    4.125    1.375 /Users/alexd/Documents/GitHub/deep-hedging/src/persistence/run_store.py:65(save_result)
13468518/3524472    3.409    0.000    3.979    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/nn/modules/module.py:2837(named_modules)
 62051791    3.900    0.000    3.900    0.000 {method 'append' of 'list' objects}
   755238    0.565    0.000    3.678    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/utils/_contextlib.py:120(decorate_context)
   755238    1.045    0.000    3.630    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/autograd/profiler.py:860(__exit__)
  2265714    3.417    0.000    3.417    0.000 {method 'mul_' of 'torch._C.TensorBase' objects}
        1    0.043    0.043    3.397    3.397 /Users/alexd/Documents/GitHub/deep-hedging/src/orchestrator.py:54(test)
  2265714    3.385    0.000    3.385    0.000 {method 'add_' of 'torch._C.TensorBase' objects}
 16111744    2.189    0.000    3.106    0.000 /opt/homebrew/Cellar/python@3.14/3.14.0_1/Frameworks/Python.framework/Versions/3.14/lib/python3.14/random.py:500(uniform)
   377619    2.909    0.000    2.909    0.000 {built-in method torch._foreach_norm}
  2265714    2.874    0.000    2.874    0.000 {method 'addcdiv_' of 'torch._C.TensorBase' objects}
  2265714    1.547    0.000    2.858    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/optimizer.py:91(_get_value)
  2265714    2.834    0.000    2.834    0.000 {method 'addcmul_' of 'torch._C.TensorBase' objects}
  2265714    2.728    0.000    2.728    0.000 {method 'lerp_' of 'torch._C.TensorBase' objects}
  5198336    1.663    0.000    2.683    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/autograd/grad_mode.py:184(__init__)


