         462197754 function calls (282556765 primitive calls) in 165.717 seconds

   Ordered by: cumulative time
   List reduced from 7280 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1042468    0.418    0.000    2.996    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/nn/functional.py:1712(relu)
   167496    0.330    0.000    2.793    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/_dynamo/eval_frame.py:1240(_fn)
  1084341    2.520    0.000    2.520    0.000 {built-in method torch.relu}
   167492    0.713    0.000    2.333    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/optimizer.py:1027(zero_grad)
   167492    1.254    0.000    2.043    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/adam.py:139(_init_group)
5904234/1549338    1.589    0.000    1.847    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/nn/modules/module.py:2837(named_modules)
   334984    0.259    0.000    1.694    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/utils/_contextlib.py:120(decorate_context)
   334984    0.470    0.000    1.678    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/autograd/profiler.py:860(__exit__)
  1004952    1.565    0.000    1.565    0.000 {method 'mul_' of 'torch._C.TensorBase' objects}
  1004952    1.531    0.000    1.531    0.000 {method 'add_' of 'torch._C.TensorBase' objects}
 22105808    1.467    0.000    1.467    0.000 {method 'append' of 'list' objects}
        3    0.002    0.001    1.385    0.462 /Users/alexd/Documents/GitHub/deep-hedging/src/hedging_result.py:107(step_frame)
   167492    1.363    0.000    1.363    0.000 {built-in method torch._foreach_norm}
  1004952    1.325    0.000    1.325    0.000 {method 'addcdiv_' of 'torch._C.TensorBase' objects}
  1004952    0.701    0.000    1.307    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/torch/optim/optimizer.py:91(_get_value)
  1004952    1.299    0.000    1.299    0.000 {method 'addcmul_' of 'torch._C.TensorBase' objects}
  1004952    1.278    0.000    1.278    0.000 {method 'lerp_' of 'torch._C.TensorBase' objects}
     4011    0.005    0.000    1.196    0.000 /Users/alexd/Documents/GitHub/deep-hedging/.venv/lib/python3.14/site-packages/pandas/core/frame.py:702(__init__)
     4000    0.008    0.000    1.195    0.000 /Users/alexd/Documents/GitHub/deep-hedging/src/hedging_result.py:72(step_frame)


