timestamp;process;agent;benchmark;seed;train_episodes;eval_episodes;run.rebalancing;run.maturity;hedging.agent.actor_objective;mean_rl;std_rl;skew_rl;cvar95_rl;cvar99_rl;y_rl;mean_bm;std_bm;skew_bm;cvar95_bm;cvar99_bm;y_bm;improvement_pct;ok
2026-04-24T19:09:02;SABR;DeepDPG;SABRPractitionerDelta;42;50000;5000;3;0.0833333;mean_variance;65.5150783851258;57.56361424440677;0.5016497254263571;197.02302938439288;253.10704344079343;151.86049975173597;73.77972746697924;54.80199805564855;0.625054128337799;204.07033842720602;260.8973808540515;155.98272455045205;2.6427444517310996;True
2026-04-24T19:12:46;SABR;DeepDPG;SABRPractitionerDelta;42;50000;5000;3;0.25;mean_variance;52.52914864508057;42.40695093015061;0.3952791571252093;150.126161177697;194.89593222086924;116.13957504030648;62.26558879794247;37.58711719479032;0.9479909337412895;158.4635263967765;208.4830643907137;118.64626459012796;2.112742072817052;True
2026-04-24T19:13:02;SABR;DeepDPG;SABRPractitionerDelta;42;50000;5000;2;0.0833333;mean_variance;67.67368370516479;53.86513679186779;0.4882339896626565;191.10251714417888;255.30255014751896;148.47138889296647;82.86645162480067;49.13541904729346;0.6326912969095916;201.6807459173598;258.90248774306326;156.56958019574088;5.172263534621589;True
2026-04-24T19:14:53;SABR;DeepDPG;SABRPractitionerDelta;42;50000;5000;2;0.25;mean_variance;49.97392381521731;41.36511221126959;0.4958551217680051;147.9202712186693;195.307415743868;112.02159213212173;70.42092830461975;34.7102133776595;0.9803434486031926;161.25792694353345;203.96085865947126;122.486248371109;8.543535603508277;True
2026-04-24T19:21:08;SABR;DeepDPG;SABRPractitionerDelta;42;50000;5000;1;0.0833333;mean_variance;75.65179441145166;42.93773250966984;0.3744983641985472;174.39278450488445;215.98285673788024;140.0583931759564;104.86954474225008;39.953902484380535;0.6939391271210685;203.34528585789207;247.10401558634726;164.80039846882087;15.013316425655052;True
2026-04-24T19:29:15;SABR;DeepDPG;SABRPractitionerDelta;42;50000;5000;1;0.25;mean_variance;54.59481375746351;38.51043503950804;1.2530862931706848;159.72124376871938;225.94762453081034;112.36046631672558;89.5503969770886;33.85275661825103;0.7779926606707682;173.6108638241727;211.0863269269724;140.32953190446514;19.930990439546687;True
2026-04-24T19:38:20;SVJ;DeepDPG;BsDelta;42;50000;5000;5;0.0833333;mean_variance;51.67758555221691;71.39536188349437;0.9986804297321041;229.24289162193628;304.395111153438;158.7706283774585;60.52954315476202;69.64981752129749;1.1027507846628823;233.71044980315654;316.9992115242077;165.00426943670826;3.777866524623974;True
2026-04-24T19:40:11;SVJ;DeepDPG;BsDelta;42;50000;5000;5;0.25;mean_variance;42.94729651755485;56.50841184738133;0.6994900807265755;183.70829598496198;254.1776685755306;127.70991428862683;50.51243944618035;53.65999384996619;1.1183312912302696;192.10028179858702;273.8723769287232;131.00243022112963;2.513324315392539;True
2026-04-24T19:42:01;SVJ;DeepDPG;BsDelta;42;50000;5000;3;0.0833333;mean_variance;60.89970870295473;64.2058565182188;0.7942958732705863;216.914310604824;294.6570101837307;157.2084934802829;73.00576653387445;60.05273459921422;0.9584067024980486;227.35302985235086;309.2588340623182;163.0848684326958;3.603261914417308;True
2026-04-24T19:44:08;SVJ;DeepDPG;BsDelta;42;50000;5000;3;0.25;mean_variance;44.81626257153905;48.543648129074974;0.6418855281800131;162.98656215642978;219.44990259812909;117.63173476515152;59.33966714548201;49.041457064465526;1.1233835325253672;192.20059614642878;255.20536357887661;132.9018527421803;11.489770580288049;True
2026-04-24T19:47:56;SVJ;DeepDPG;BsDelta;42;50000;5000;2;0.0833333;mean_variance;67.46132707301382;60.48353026327904;0.8399365920940615;215.70244257077192;296.37863967214656;158.18662246793238;82.86173017564205;54.44512061550083;1.0154072076957048;222.80815479445766;298.72138458490207;164.5294110988933;3.855109301490459;True
2026-04-24T19:50:23;SVJ;DeepDPG;BsDelta;42;50000;5000;2;0.25;mean_variance;55.63632574734178;56.14353938420047;1.293006840518417;211.01307694729428;285.0996371545175;139.8516348236425;66.32970603026374;50.18485242959784;1.547065920357231;206.52732246437174;288.15315920588137;141.6069846746605;1.239592704449488;True
2026-04-24T19:56:02;SVJ;DeepDPG;BsDelta;42;50000;5000;1;0.0833333;mean_variance;73.18307501125618;55.2324342628799;0.4772978177673152;202.4013238325675;271.1182113888488;156.03172640557602;104.4951112433701;49.17066579671596;1.2087418181849459;237.82783928495292;311.25447846468967;178.25110993844402;12.465214685362174;True
2026-04-24T20:00:31;SVJ;DeepDPG;BsDelta;42;50000;5000;1;0.25;mean_variance;63.52594651251896;52.838783145540674;1.3642403191619947;200.33104735600494;291.2301493177376;142.78412123082998;82.7442109046061;52.88255831902774;1.3157748054775749;228.3705924511759;301.6183344883064;162.06804838314773;11.898660682782022;True
2026-04-24T22:11:52;GBM;QRDDPG;BsDelta;42;50000;5000;1;0.0833333;mean_variance;69.41046748703322;44.36443749928108;0.24679819559927973;165.86879364162496;206.63117036662138;135.95712373595487;103.71900551977704;39.68294787198675;0.5775757108548891;198.7106413255416;235.07357396683264;163.24342732775716;16.715100900826688;True
2026-04-24T22:11:52;GBM;QRDDPG;BsDelta;42;50000;5000;5;0.0833333;mean_variance;52.957476512126846;70.13293708176933;0.8435968369511747;227.99783600016653;292.2152211709433;158.15688213478083;60.57940686951325;66.91580825898512;0.6985112983952702;222.18010921209716;283.1900466359956;160.95311925799095;1.7372991192100133;True
2026-04-24T22:11:52;GBM;QRDDPG;BsDelta;42;50000;5000;2;0.0833333;mean_variance;63.45036400254353;51.05451060346845;0.3667207465620966;177.39487899851187;219.25919260683713;140.0321299077462;79.93924563816407;47.109927907063486;0.48155650342227363;190.27954390660696;230.9278746636671;150.6041374987593;7.019732503099514;True
2026-04-24T22:11:52;GBM;QRDDPG;BsDelta;42;50000;5000;3;0.0833333;mean_variance;55.25238256489765;58.67144762917728;0.5392966559894259;191.05589484127384;231.90706299056438;143.25955400866354;72.18709006399237;54.48420029936291;0.46686390729418265;197.8177188721443;241.84058922095576;153.91339051303677;6.921968562229047;True
2026-04-24T22:19:32;GBM;QRDDPG;BsDelta;42;50000;5000;5;0.0833333;cvar;57.63780845356326;66.81857160099736;0.6491187659873958;215.14183556982212;268.0639986956755;157.86566585505932;60.57940686951325;66.91580825898512;0.6985112983952702;222.18010921209716;283.1900466359956;160.95311925799095;1.9182314807970673;True
2026-04-24T22:24:07;GBM;QRDDPG;BsDelta;42;50000;5000;3;0.0833333;cvar;54.602135147257584;59.66686870554772;0.49850401556090074;190.81368165078783;231.69753306321803;144.10243820557918;72.18709006399237;54.48420029936291;0.46686390729418265;197.8177188721443;241.84058922095576;153.91339051303677;6.374333171892922;True
2026-04-24T22:27:17;GBM;QRDDPG;BsDelta;42;50000;5000;2;0.0833333;cvar;66.70481092126036;47.9965545631203;0.36247909590582705;175.03048152609273;217.8852184298058;138.69964276594078;79.93924563816407;47.109927907063486;0.48155650342227363;190.27954390660696;230.9278746636671;150.6041374987593;7.904493814399076;True
2026-04-24T22:28:30;GBM;QRDDPG;BsDelta;42;50000;5000;1;0.0833333;cvar;66.75974431836494;44.46388095560376;0.5148542581262586;169.74971767057028;221.7067059033226;133.45556575177056;103.71900551977704;39.68294787198675;0.5775757108548891;198.7106413255416;235.07357396683264;163.24342732775716;18.24751052070175;True
